prob,gene
1552258_at,LINC00152
232619_at,ACTL10
235675_at,DHFRL1
224998_at,CMTM4
216272_x_at,SYDE1
212828_at,SYNJ2
236813_at,MORN4
1570315_at,HCCAT5
227308_x_at,LTBP3
212056_at,GSE1
231938_at,SGOL1
226877_at,RPL32P3
238885_at,KIAA1549
238883_at,---
222371_at,---
230543_at,---
244726_at,---
219299_at,TRMT12
206493_at,ITGA2B
243009_at,---
209502_s_at,BAIAP2
222306_at,---
235002_at,NUDT16
244450_at,---
210513_s_at,VEGFA
239716_at,---
225116_at,HIPK2
224046_s_at,PDE7A
243791_at,---
202835_at,TXNL4A
235948_at,RIMKLA
204766_s_at,NUDT1
1557521_a_at,---
220940_at,ANKRD36B
225146_at,FAM219A
217730_at,TMBIM1
204806_x_at,HLA-F
1552370_at,C4orf33
226794_at,STXBP5
212135_s_at,ATP2B4
1557719_at,PIKFYVE
233543_s_at,FAM175A
242471_at,---
235952_at,---
202822_at,LPP
226559_at,IER5L
239583_x_at,PSG5
210534_s_at,B9D1
243011_at,NXPE3
242429_at,ZNF567
226478_at,TM7SF3
242024_at,---
214169_at,SUN1
1562110_at,---
231824_at,LARP1B
209402_s_at,SLC12A4
1560926_at,---
213932_x_at,HLA-A
214272_at,CYLD
204318_s_at,GTSE1
242770_at,LOC642236
225390_s_at,KLF13
232031_s_at,EPG5
226989_at,RGMB
241863_x_at,---
210240_s_at,CDKN2D
210483_at,LOC254896_///_TNFRSF10C
208309_s_at,MALT1
212272_at,LPIN1
214074_s_at,CTTN
205757_at,ENTPD5
232810_at,AIG1
210710_at,AGGF1
203557_s_at,PCBD1
228469_at,---
235062_at,PIH1D2
238762_at,MTHFD2L
204253_s_at,VDR
210117_at,SPAG1
238516_at,BMPR2
205539_at,AVIL
227179_at,STAU2
241722_x_at,---
209703_x_at,METTL7A
215489_x_at,HOMER3
1553166_at,CDH24
203586_s_at,ARL4D
215569_at,GTF2IRD2B
204656_at,SHB
219755_at,CBX8
238557_at,CHKB-AS1
226044_at,TDP1
242088_at,KLHL24
235444_at,FOXP1
207524_at,ST7_///_ST7-OT3
1570124_at,---
236555_at,TRAF3IP2-AS1
236046_at,FLJ44896
238505_at,ADPRH
1560659_at,---
231055_at,---
215019_x_at,ZNF528
219769_at,INCENP
212965_at,HIC2
213252_at,SH3PXD2A
235782_at,---
202607_at,NDST1
225055_at,LINC00674
202695_s_at,STK17A
228234_at,TICAM2_///_TMED7-TICAM2
203414_at,MMD
230737_s_at,PTCHD3P1
208158_s_at,OSBPL1A
233255_s_at,BIVM
208816_x_at,ANXA2P2
215013_s_at,USP34
1555175_a_at,PBLD
221967_at,NXPH4
202488_s_at,FXYD3
236288_at,RNF34
204861_s_at,LOC101060527_///_NAIP
221435_x_at,HYI
233573_s_at,WDR6
213672_at,MARS
117_at,HSPA6
1560342_at,---
224674_at,TTYH3
212319_at,SGSM2
208657_s_at,9-Sep
207595_s_at,BMP1
202262_x_at,DDAH2
242290_at,TACC1
224359_s_at,HOOK3
224428_s_at,CDCA7
226586_at,ANKS6
232952_at,---
225458_at,PP7080
203227_s_at,TSPAN31
228354_at,MORN4
219147_s_at,NMRK1
231997_at,TBCEL
238076_at,GATAD2B
205245_at,PARD6A
221590_s_at,ALDH6A1
1555883_s_at,SPIN3
216511_s_at,TCF7L2
219332_at,MICALL2
244015_at,---
213261_at,TRANK1
214600_at,TEAD1
243404_at,---
231005_at,---
206175_x_at,ZNF222
235095_at,CCDC64B
1566987_s_at,LINC00674
1553137_s_at,KLF11
240121_x_at,---
236106_at,---
1558740_s_at,---
237388_at,---
202806_at,DBN1
224346_at,---
204547_at,RAB40B
223027_at,SNX9
227448_at,ARGLU1
215313_x_at,HLA-A
204912_at,IL10RA
211767_at,GINS4
1559121_s_at,LOC100506651
244000_at,---
221802_s_at,KIAA1598
222603_at,ERMP1
230131_x_at,ARSD
233264_at,---
225835_at,SLC12A2
242790_at,AC091133.1_///_OTTHUMG00000132443
227597_at,DIS3L2
204061_at,PRKX
207059_at,PAX9
1559214_at,---
204786_s_at,IFNAR2
209377_s_at,HMGN3
236449_at,CSTB
235164_at,ZNF25
217150_s_at,NF2
238098_at,---
210268_at,NFX1
219117_s_at,FKBP11
226245_at,KCTD1
244264_at,KLRG2
226528_at,MTX3
242539_at,DIS3L2
205047_s_at,ASNS
1569538_at,---
212570_at,ENDOD1
227384_s_at,LINC00623_///_LOC727820_///_LOC728875
240302_at,---
226912_at,ZDHHC23
235688_s_at,TRAF4
212169_at,FKBP9
1552343_s_at,PDE7A
230403_at,RFX3
230154_at,WAC
34408_at,RTN2
202581_at,HSPA1A_///_HSPA1B
204317_at,TRMU
237246_at,---
1560089_at,LOC100289019
232095_at,---
226972_s_at,CCDC136
224685_at,MLLT4
1557353_at,---
229393_at,L3MBTL3
229692_at,---
208151_x_at,DDX17
218319_at,PELI1
203132_at,RB1
224563_at,WASF2
212559_at,PRKAR1B
222309_at,---
236149_at,---
238627_at,TRAPPC2L
218840_s_at,NADSYN1
219766_at,B9D2
235543_at,---
209729_at,GAS2L1
202193_at,LIMK2
203971_at,SLC31A1
229134_at,VANGL1
234343_s_at,RASAL2
1568907_at,---
230637_at,SFXN4
235107_at,PIAS2
201153_s_at,MBNL1
238477_at,KIF1C
243031_at,---
209989_at,ZNF268
233869_x_at,---
208960_s_at,KLF6
222192_s_at,C2orf43
226525_at,STK17B
203313_s_at,TGIF1
1568915_at,OTTHUMG00000156937_///_OTTHUMG00000181601_///_U73166.2
212393_at,SBF1
230790_x_at,---
221191_at,STAG3L1
227745_at,LOC100507018
236165_at,MSL3
214929_s_at,KIAA1109
229865_at,FNDC3B
205882_x_at,ADD3
1556336_at,RBMX_///_SNORD61
242144_at,---
1557065_at,YLPM1
230580_at,---
229213_at,DIRC2
241661_at,JMJD1C
211077_s_at,TLK1
1564639_at,LOC100291323
242665_at,FMNL2
224378_x_at,MAP1LC3A
236614_at,LOC729683
213359_at,HNRNPD
209864_at,FRAT2
236242_at,---
235530_at,---
218631_at,AVPI1
1552928_s_at,TAB3
239758_at,---
243619_at,FGFR1OP2
235879_at,---
225582_at,ITPRIP
226430_at,RELL1
242969_at,ZNF780B
223241_at,SNX8
225924_at,FNIP2
1557384_at,LOC100506639_///_ZNF131
226150_at,PPAPDC1B
1556543_at,---
1564002_a_at,AK9
234560_at,---
231062_at,DOCK9-AS2
AFFX-HUMISGF3A/M97935_MA_at,STAT1
229490_s_at,---
243937_x_at,LOC100996797
225368_at,HIPK2
1563458_at,PARVA
221626_at,ZNF506
210157_at,URI1
235868_at,MGEA5
204843_s_at,PRKAR2A
213288_at,MBOAT2
203056_s_at,PRDM2
235635_at,ARHGAP5
1552641_s_at,ATAD3A_///_ATAD3B
224701_at,PARP14
1558943_x_at,ZNF765
210046_s_at,IDH2
222096_x_at,LOC101060414
203811_s_at,DNAJB4
231883_at,FBXW8
232511_at,---
244110_at,KMT2A
244307_s_at,OTTHUMG00000018106_///_RP11-38L15.3
1553695_a_at,NLRX1
221036_s_at,APH1B
241946_at,ZDHHC21
232566_at,NOL6
235029_at,GINS4
240315_at,---
218996_at,TFPT
201702_s_at,PPP1R10
242890_at,---
232483_at,MED17
226411_at,EVI5L
212257_s_at,SMARCA2
233445_at,---
202459_s_at,LPIN2
213523_at,CCNE1
228606_at,TCTEX1D2
218599_at,REC8
222439_s_at,THRAP3
243308_at,---
219999_at,MAN2A2
209403_at,LOC100510707_///_LOC101060287_///_LOC101060303_///_LOC101060321_///_LOC101060351_///_LOC101060367_///_LOC101060376_///_LOC101060389_///_LOC101060403_///_LOC101060421_///_LOC101060440_///_LOC101060471_///_LOC101060489_///_LOC101060506_///_LOC101060522_///_TBC1D3_///_TBC1D3C_///_TBC1D3F_///_TBC1D3G_///_TBC1D3H
217173_s_at,LDLR
243841_at,SYNE2
212594_at,MIR4680_///_PDCD4
223062_s_at,PSAT1
237106_at,SLC11A2
239134_at,---
239629_at,---
243630_at,NDUFB1
1566603_s_at,RPUSD3
209420_s_at,SMPD1
1553533_at,JPH1
242143_at,---
215322_at,LONRF1
223294_at,PBDC1
238001_at,KCTD6
201819_at,SCARB1
226599_at,FHDC1
225981_at,HID1
243264_s_at,C8orf44_///_C8orf44-SGK3_///_SGK3
223438_s_at,PPARA
210749_x_at,DDR1_///_MIR4640
219346_at,LRFN3
219730_at,LOC100996782_///_MED18
233931_at,---
243495_s_at,ZNF652
209681_at,SLC19A2
230096_at,OTTHUMG00000137424_///_OTTHUMG00000148797_///_OTTHUMG00000149032_///_OTTHUMG00000149545_///_SAPCD1-AS1_///_SAPCD1-AS1_///_XXbac-BPG32J3.18
230380_at,THAP2
228520_s_at,APLP2
207485_x_at,BTN3A1
223837_at,GULP1
222302_at,LOC100507009
1565951_s_at,CHML
218900_at,CNNM4
230069_at,SFXN1
202934_at,HK2
227037_at,PLD6
223019_at,FAM129B
202275_at,G6PD
238104_at,LINC00106_///_LINC00106
211028_s_at,KHK
229338_at,LOC100289361
226671_at,LAMP2
1294_at,MIR5193_///_UBA7
202977_s_at,CREBZF
221511_x_at,CCPG1_///_DYX1C1-CCPG1
225144_at,BMPR2
221139_s_at,CSAD
231877_at,TRMT10A
238530_at,NNT
207630_s_at,CREM
239081_at,---
212022_s_at,MKI67
208992_s_at,STAT3
229298_at,KBTBD7
1557810_at,---
220154_at,DST
209238_at,STX3
242738_s_at,ZFHX3
1558722_at,ZNF252P
206074_s_at,HMGA1
212598_at,WDFY3
232560_at,UROS
1553336_a_at,MIER3
232007_at,AGPAT5
219448_at,TMEM70
211320_s_at,PTPRU
232890_at,---
221778_at,JHDM1D
233852_at,POLH
238456_at,LOC100289230
203955_at,PPP1R26
230672_at,---
226602_s_at,BCR
218025_s_at,ECI2
219477_s_at,MRPS31P5_///_THSD1
239236_at,---
229932_at,---
201360_at,CST3
222598_s_at,NAV2
221881_s_at,CLIC4
1556820_a_at,DLEU2
215372_x_at,MAGI1
214878_at,ZNF37A
204857_at,MAD1L1
202786_at,STK39
238053_at,DHRSX
217486_s_at,ZDHHC17
227491_at,ELOVL6
227755_at,OTTHUMG00000178878_///_RP11-214C8.5
217547_x_at,ZNF675
226423_at,PAQR8
221675_s_at,CHPT1
213742_at,SRSF11
230449_x_at,OTTHUMG00000164865_///_RP11-410L14.2
215451_s_at,AFF1
218325_s_at,DIDO1
59625_at,NOL3
202236_s_at,SLC16A1
227041_at,SESTD1
242480_at,---
233085_s_at,NABP1
233515_at,---
213486_at,COPG2IT1
240261_at,TOM1L1
240084_at,CBX2
238014_at,TMEM194B
241751_at,OFD1
214440_at,NAT1
218795_at,ACP6
214616_at,HIST1H3A_///_HIST1H3B_///_HIST1H3C_///_HIST1H3D_///_HIST1H3E_///_HIST1H3F_///_HIST1H3G_///_HIST1H3H_///_HIST1H3I_///_HIST1H3J
216006_at,---
243835_at,ZDHHC21
233058_at,GPSM2
235231_at,ZNF789
243413_at,TTC30B
215891_s_at,GM2A
241965_at,---
235889_at,---
235541_at,LAS1L
228920_at,ZNF260
218629_at,SMO
243661_at,ZNF273
222573_s_at,SAV1
219051_x_at,METRN
231952_at,OTTHUMG00000180272_///_RP11-567M16.4
235511_at,---
1558761_a_at,FAM120AOS
219265_at,MOB3B
223479_s_at,CHCHD5
241353_s_at,LOC100507507
1555606_a_at,GDPD1
239227_at,---
222587_s_at,GALNT7
210379_s_at,TLK1
218444_at,ALG12
200633_at,UBB
201301_s_at,ANXA4
219281_at,MSRA
206106_at,MAPK12
239866_at,---
235378_at,FAM161B
220295_x_at,DEPDC1
224967_at,UGCG
230689_at,---
209023_s_at,STAG2
218529_at,CD320
1558504_at,---
222339_x_at,---
203527_s_at,APC
220182_at,SLC25A23
204569_at,ICK
226074_at,PPM1M
205288_at,CDC14A
1560503_a_at,LOC100130275
1552362_a_at,LEAP2
209263_x_at,TSPAN4
213008_at,FANCI
236485_at,CTD-2006C1.2_///_OTTHUMG00000156428
236208_at,MOCS2
229141_at,SFT2D3_///_WDR33
211019_s_at,LSS
221773_at,ELK3
205046_at,CENPE
208216_at,DLX4
220668_s_at,DNMT3B
226634_at,METTL10
206571_s_at,MAP4K4
214850_at,SMA4
209868_s_at,RBMS1
228510_at,ATAT1
1569188_s_at,OTTHUMG00000057501_///_XX-FW83563B9.5
216838_at,LOC92249
236370_at,---
219499_at,SEC61A2
1553185_at,RASEF
235893_at,---
238912_x_at,C9orf85
226570_at,ATP1B3
226890_at,WDR35
219202_at,RHBDF2
226831_at,SLC25A46
209773_s_at,RRM2
237746_at,---
238342_at,---
1569189_at,TTC9C
1556633_at,C1orf204
227706_at,SPIRE2
240929_at,RBPMS-AS1
208902_s_at,RPS28
204291_at,ZNF518A
228316_at,CLHC1
201753_s_at,ADD3
242810_x_at,---
223556_at,HELLS
227679_at,HDAC11
1555167_s_at,NAMPT
201826_s_at,SCCPDH
1558290_a_at,MIR1204_///_PVT1
227166_at,DNAJC18
225000_at,PRKAR2A
205865_at,ARID3A
220974_x_at,SFXN3
213724_s_at,PDK2
223545_at,FANCD2
210358_x_at,GATA2
233713_at,---
228295_at,WDR59
236369_at,TSPY26P
232190_x_at,LOC100133445_///_LOC115110
232759_at,---
226851_at,LYPLAL1
218236_s_at,PRKD3
235576_at,WDR27
222494_at,FOXN3
244749_at,---
233019_at,CNOT7
1558732_at,MAP4K4
209726_at,CA11
225974_at,TMEM64
229504_at,---
45288_at,ABHD6
218785_s_at,RABL5
242476_at,---
1563919_a_at,CEP89
1561908_a_at,HS3ST3B1
1553313_s_at,SLC5A3
209205_s_at,LMO4
223590_at,ZNF700
223601_at,OLFM2
242474_s_at,VMA21
221240_s_at,B3GNT4
230355_at,SEPT7P2
208466_at,RAB3D
219711_at,ZNF586
226207_at,RILPL1
212738_at,ARHGAP19
224727_at,EMC10
220021_at,TMC7
244669_at,SNORD50A_///_SNORD50B
219583_s_at,SPATA7
205688_at,TFAP4
212833_at,SLC25A46
239385_at,TFG
232238_at,ASPM
227611_at,TARSL2
1559190_s_at,RDH13
239784_at,---
209298_s_at,ITSN1
243579_at,MSI2
228834_at,---
218869_at,MLYCD
223462_at,TMEM175
1565620_at,AGAP4
201890_at,RRM2
238771_at,---
227211_at,PHF19
235331_x_at,PCGF5
223963_s_at,IGF2BP2
1553221_at,ZNF583
208540_x_at,S100A11P1_///_S100A11P1
201695_s_at,PNP
209962_at,EPOR
204277_s_at,TK2
209142_s_at,UBE2G1
237215_s_at,TFRC
1554600_s_at,LMNA
221875_x_at,HLA-F
221256_s_at,HDHD3
201679_at,SRRT
227699_at,L3HYPDH
227724_at,LOC101060691_///_NUTM2A-AS1
215285_s_at,PHTF1
209244_s_at,KIF1C
226137_at,ZFHX3
236294_at,HUWE1
218971_s_at,WDR91
243252_at,---
227563_at,FAM27E3
202893_at,UNC13B
244443_at,CHD2_///_LOC100507217
229319_at,OTTHUMG00000175939_///_RP3-425C14.4
204302_s_at,CTIF
230388_s_at,KANSL1-AS1
205462_s_at,HPCAL1
225937_at,CUX1
226837_at,SPRED1
205917_at,ZNF264
1562416_at,---
225269_s_at,RBMS1
230590_at,---
1552540_s_at,IQCD
215082_at,ELOVL5
235174_s_at,LOC100128822
205034_at,CCNE2
204166_at,SBNO2
228453_at,EPG5
229033_s_at,MUM1
226140_s_at,OTUD1
240673_at,---
236607_at,---
210512_s_at,VEGFA
239406_at,ZSCAN9
222245_s_at,FER1L4
239651_at,ANAPC5
209140_x_at,HLA-B
239022_at,---
210256_s_at,PIP5K1A
208621_s_at,EZR
230031_at,HSPA5
214009_at,MSL3
223950_s_at,FLYWCH1
1569629_x_at,LOC389906
218634_at,PHLDA3
233764_s_at,LARP1B
208091_s_at,LOC101060281_///_VOPP1
217124_at,IQCE
237239_at,---
224690_at,FAM210B
223304_at,SLC37A3
233819_s_at,LTN1
240168_at,XPO7
227592_at,ALDH16A1
236104_at,HNRNPLL
224790_at,ASAP1
236032_at,---
219306_at,KIF15
226234_at,GDF11
222545_s_at,TMEM254
222820_at,TNRC6C
220744_s_at,IFT122
1555294_a_at,ERC1
1555419_a_at,ASAH1
221935_s_at,EOGT
214152_at,CCPG1_///_DYX1C1-CCPG1
207124_s_at,GNB5
230936_at,DNAJB13
229050_s_at,SNHG7_///_SNORA17_///_SNORA43
228402_at,ZBED3
226763_at,SESTD1
240939_x_at,---
236953_s_at,NHLRC3
209062_x_at,NCOA3
1557193_at,---
1558305_at,GIGYF2
221790_s_at,LDLRAP1
209022_at,STAG2
242663_at,LINC00662
231543_at,PLEKHA8
230752_at,---
205230_at,RPH3A
228255_at,TMEM237
1559529_at,PTK2
208806_at,CHD3
205156_s_at,ASIC1
212195_at,IL6ST
236472_at,---
206374_at,DUSP8
241215_at,---
238785_at,---
203303_at,DYNLT3
241938_at,QKI
1556126_s_at,---
226748_at,LYSMD2
214997_at,SCAI
224870_at,DANCR
226418_at,ERGIC2
1555842_at,CYTH2
218701_at,LACTB2
215169_at,SLC35E2
213469_at,PGAP1
1554501_at,TSC22D4
226405_s_at,ARRDC1
235967_at,---
1556051_a_at,BICD1
223818_s_at,RSF1
1558050_at,EIF2B5
223591_at,RNF135
238525_at,DDX56
235255_at,ATP6V0A2
206951_at,HIST1H4A_///_HIST1H4B_///_HIST1H4C_///_HIST1H4D_///_HIST1H4E_///_HIST1H4F_///_HIST1H4H_///_HIST1H4I_///_HIST1H4J_///_HIST1H4K_///_HIST1H4L_///_HIST2H4A_///_HIST2H4B_///_HIST4H4
236026_at,GPATCH2
207565_s_at,MR1
234978_at,SLC36A4
230571_at,---
235394_at,PLAA
238015_at,C4orf46
202587_s_at,AK1
242241_x_at,---
226335_at,RPS6KA3
221039_s_at,ASAP1
1559096_x_at,FBXO9
1559893_at,GPATCH11
212974_at,DENND3
227074_at,LOC100131564
229027_at,PPM1A
236125_at,---
226773_at,PPM1K
228479_at,SOAT1
205927_s_at,CTSE
220685_at,FAM120C
217354_s_at,HPS1
237400_at,OTTHUMG00000170886_///_RP11-247L20.4
221904_at,FAM131A
229500_at,SLC30A9
232422_at,GGACT
238760_at,YARS
226783_at,PHYKPL
222556_at,ALG5
1552682_a_at,CASC5
229572_at,ATP6V0A2
240798_at,---
235020_at,TAF4B
208794_s_at,SMARCA4
235389_at,PHF20
211078_s_at,STK3
205497_at,ZNF175
218735_s_at,ZNF544
215728_s_at,ACOT7
228880_at,NAT8L
1552263_at,MAPK1
231412_at,LOC100506342
203750_s_at,RARA
227221_at,ZMAT3
226275_at,MXD1
209782_s_at,DBP
236990_at,AC062029.1_///_OTTHUMG00000155049
202792_s_at,PPP6R2
238042_at,OTTHUMG00000168248_///_RP11-417L19.5
242126_at,---
204266_s_at,CHKA
201627_s_at,INSIG1
217475_s_at,LIMK2
201790_s_at,DHCR7
239682_at,---
221155_x_at,---
244703_x_at,IPO9
228349_at,KIAA1958
226455_at,CREB3L4
239679_at,---
223383_at,ZNRF1
200697_at,HK1
239857_at,---
228156_at,---
222528_s_at,SLC25A37
242273_at,---
211528_x_at,HLA-G
242956_at,IDH1
242188_at,---
225745_at,LRP6
244433_at,---
240908_at,---
43511_s_at,ARRB1
203390_s_at,KIF3C
202590_s_at,PDK2
223589_at,ZNF416
1556538_at,MFI2
204204_at,SLC31A2
226655_at,STX17
219968_at,ZNF589
218550_s_at,LRRC20
234594_at,ITPK1-AS1
241741_at,CRLS1
239930_at,GALNT2
202439_s_at,IDS
204820_s_at,BTN3A2_///_BTN3A3
204082_at,PBX3
230148_at,AHSA2
228389_at,---
59644_at,BMP2K
1552927_at,TAB3
214833_at,TMEM63A
227978_s_at,ZADH2
233520_s_at,CMYA5
233539_at,NAPEPLD
1554176_a_at,C3orf33
1559232_a_at,---
227127_at,MUSTN1_///_TMEM110_///_TMEM110-MUSTN1
236611_at,AC012146.7_///_OTTHUMG00000132913
224912_at,TTC7A
222872_x_at,NABP1
215037_s_at,BCL2L1
214500_at,H2AFY
228971_at,---
222548_s_at,MAP4K4
214671_s_at,ABR
238613_at,ZAK
227222_at,FBXO10
230522_s_at,ARHGEF39
239121_at,---
1555559_s_at,USP25
222842_at,AGO4
224786_at,SCOC
217164_at,---
219047_s_at,ZNF668
243759_at,SCAF4
202751_at,TFIP11
210069_at,CHKB-CPT1B_///_CPT1B
212520_s_at,SMARCA4
238635_at,C5orf28
229833_at,LOC100506713
204776_at,THBS4
206752_s_at,DFFB
244324_at,C18orf54
224185_at,OTTHUMG00000178019_///_RP11-199F11.2
227560_at,SFXN2
228914_at,---
243868_at,RFX3
229602_at,---
234084_x_at,---
229551_x_at,ZNF367
1564651_at,SMIM13
207390_s_at,SMTN
228065_at,BCL9L
203588_s_at,TFDP2
226253_at,LRRC45
239609_s_at,LPCAT4
238243_at,---
231355_at,CACNG8
231274_s_at,---
243539_at,KIAA1841
232362_at,CCDC18
201649_at,UBE2L6
204189_at,RARG
240146_at,---
235883_at,---
240385_at,---
236506_at,OTTHUMG00000183928_///_RP11-248J18.3
1553145_at,TAPT1-AS1
204332_s_at,AGA
238465_at,SETD9
239725_at,PGAP1
221251_x_at,INO80B_///_INO80B-WBP1
1556183_at,ANKRD36BP2
220285_at,ABHD17B
233329_s_at,KRCC1
1555039_a_at,ABCC4
1554589_at,LENG9
1568799_at,---
206500_s_at,MIS18BP1
205797_s_at,TCP11L1
202684_s_at,RNMT
232601_at,---
221704_s_at,VPS37B
214814_at,YTHDC1
228340_at,TLE3
220937_s_at,ST6GALNAC4
221521_s_at,GINS2
224837_at,FOXP1
1557458_s_at,SHB
209762_x_at,SP110
232365_at,SIAH1
227785_at,SDCCAG8
1569069_s_at,TDRD3
221679_s_at,ABHD6
222380_s_at,PDCD6
228789_at,MTMR6
1568853_at,OTTHUMG00000013060_///_RP11-98D18.9
1554014_at,CHD2_///_LOC100507217
214713_at,YLPM1
227185_at,C1orf233
209014_at,MAGED1
225224_at,C20orf112
203081_at,CTNNBIP1
229206_at,---
241164_at,CHCHD3
239773_at,GTPBP10
1566342_at,SOD2
231550_at,---
228987_at,FAM49B
228717_at,---
227138_at,CRTAP
242656_at,GTF2H1
227212_s_at,PHF19
228092_at,CREM
214692_s_at,JRK
230648_at,LINC00926
242512_at,MYO9A
223129_x_at,MYLIP
227052_at,---
215942_s_at,GTSE1
220643_s_at,FAIM
238055_at,LOC100505549
203814_s_at,NQO2
223274_at,TCF19
229858_at,---
230662_at,RNF187
210203_at,CNOT4
205739_x_at,ZNF107
47069_at,PRR5
228098_s_at,MYLIP
205842_s_at,JAK2
320_at,PEX6
219957_at,RUFY2
230739_at,FAM210A
203968_s_at,CDC6
238678_at,FLJ45340
224836_at,TP53INP2
1556568_a_at,---
209193_at,PIM1
243802_at,DNAH12
242968_at,---
238467_at,OTTHUMG00000178798_///_RP11-159D12.9
1555358_a_at,ENTPD4
215022_x_at,ZNF33B
228630_at,LOC100996464_///_ZNF84
203488_at,LPHN1
240106_at,GNPTAB
227583_at,POP4
231860_at,BRWD1
244014_x_at,---
213959_s_at,RPGRIP1L
221591_s_at,FAM64A
205240_at,GPSM2
208200_at,IL1A
229940_at,SETD3
204146_at,RAD51AP1
235648_at,ZNF567
217419_x_at,AGRN
239536_at,---
212104_s_at,RBFOX2
207788_s_at,SORBS3
242639_at,NARG2
1554602_at,LOC101060541_///_RBM8A
232253_at,C5orf56
238417_at,PGM2L1
223882_at,FAM172A
238115_at,DNAJC18
205733_at,BLM
207112_s_at,GAB1
209464_at,AURKB
213552_at,GLCE
202083_s_at,SEC14L1
227729_at,---
212285_s_at,AGRN
205585_at,ETV6
1559025_at,9-Sep
230000_at,RNF213
203976_s_at,CHAF1A
244616_x_at,MDM2
244813_at,---
232161_x_at,PTPN4
210224_at,MR1
205642_at,CNTRL
228139_at,RIPK3
224814_at,DPP7
1563745_a_at,ZMIZ1-AS1
241633_x_at,---
209426_s_at,AMACR_///_C1QTNF3_///_C1QTNF3-AMACR
201811_x_at,SH3BP5
229457_at,ANKHD1
230502_s_at,---
1552836_at,ZNF619
243012_at,---
228778_at,MCPH1
224304_x_at,NIN
1556049_at,RTN4
235756_at,---
239243_at,ZNF638_///_ZNF638-IT1
1554036_at,ZBTB24
44822_s_at,MIER2
244660_at,ELAVL1
1570588_at,---
225025_at,IGSF8
201311_s_at,SH3BGRL
214449_s_at,RHOQ
222026_at,RBM3
218585_s_at,DTL
239432_at,FLJ31306
203163_at,KATNB1
200788_s_at,PEA15
242865_at,---
209371_s_at,SH3BP2
229429_x_at,LINC00623_///_LOC728875
202185_at,PLOD3
227095_at,LEPROT
1556061_at,RPP30
219793_at,SNX16
1553713_a_at,RHEBL1
243707_at,---
208301_at,AC007292.3_///_OTTHUMG00000181917
223459_s_at,C1orf56
219269_at,HMBOX1
214422_at,RAD23B
240314_at,---
214918_at,HNRNPM
1569167_at,---
209394_at,ASMTL
216054_x_at,MYL4
218062_x_at,CDC42EP4
212812_at,SERINC5
212057_at,GSE1
1558251_a_at,ZNF587
225716_at,BRI3BP
206533_at,CHRNA5
217818_s_at,ARPC4
204287_at,SYNGR1
205543_at,HSPA4L
212249_at,PIK3R1
238953_at,LOC100506325
212377_s_at,NOTCH2
210666_at,IDS
228003_at,RAB30
201152_s_at,MBNL1
235056_at,ETV6
235000_at,LPP
1559307_s_at,RBL1
209372_x_at,TUBB2A_///_TUBB2B
230600_at,LRRC46
212552_at,HPCAL1
227350_at,HELLS
227793_at,MIRLET7D
1552306_at,ALG10
217226_s_at,SFXN3
234491_s_at,SAV1
209093_s_at,GBA_///_GBAP1
210410_s_at,MSH5_///_MSH5-SAPCD1_///_SAPCD1
1559204_x_at,KRAS
226390_at,STARD4
236202_at,---
226649_at,PANK1
1568955_at,SRGAP2_///_SRGAP2C_///_SRGAP2D
225744_at,ZDHHC8
1569484_s_at,MDN1
203810_at,DNAJB4
204770_at,TAP2
240451_at,---
230454_at,ICA1L
200644_at,MARCKSL1
34449_at,CASP2
221555_x_at,CDC14B
213152_s_at,SRSF8
221701_s_at,STRA6
216821_at,KRT8P11_///_KRT8P11_///_KRT8P11
225306_s_at,SLC25A29
238580_at,---
1554513_s_at,CEP89
227638_at,EPG5
215750_at,---
221002_s_at,TSPAN14
232300_at,ADIRF-AS1
220702_at,---
232440_at,ZDHHC13
231828_at,PSMD5-AS1
209172_s_at,CENPF
235322_at,CTC-459F4.3_///_OTTHUMG00000180738
219624_at,BAG4
235646_at,---
212120_at,RHOQ
211403_x_at,VCX2
229549_at,CALU
238619_at,---
242074_at,---
218811_at,ORAI2
233369_at,---
225265_at,RBMS1
244803_at,---
207624_s_at,RPGR
217560_at,GGA1
211327_x_at,HFE
223195_s_at,SESN2
226808_at,ZNF862
226629_at,SLC43A2
213788_s_at,LINC00094
211240_x_at,CTNND1_///_TMX2-CTNND1
235601_at,---
1557945_at,TCTE3
234701_at,ANKRD11
225949_at,NRBP2
240008_at,---
1567913_at,---
204165_at,WASF1
231249_at,SZT2
225905_s_at,ST3GAL3
208490_x_at,HIST1H2BC_///_HIST1H2BE_///_HIST1H2BF_///_HIST1H2BG_///_HIST1H2BI
227312_at,SNTB2
205909_at,POLE2
223251_s_at,ANKRD10
1558345_a_at,LOC439911
229618_at,SNX16
204727_at,WDHD1
242149_at,FAM210A
225959_s_at,ZNRF1
1562013_a_at,LOC100506730
228566_at,RPRD1A
244693_at,---
219510_at,POLQ
229548_at,---
1558250_s_at,OTTHUMG00000169422_///_RP11-350F4.2
225682_s_at,POLR3H
224496_s_at,TMEM107
235693_at,---
219821_s_at,GFOD1
239384_at,FLJ44342
242750_at,MMAA
227262_at,HAPLN3
208579_x_at,H2BFS
235730_at,---
229350_x_at,PARP10
1568815_a_at,DDX50
242780_at,VAPA
244470_at,---
1569041_at,---
207790_at,LRRC1
238642_at,ANKRD13D
226179_at,SLC25A37
208958_at,ERP44
243088_at,---
